scenario,method,fuzzy_consensus_latency_seconds,deterministic_simulation_latency_seconds
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.218929335474968e-06
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,7.496983704040758
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.064265765948221
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,14.987985883955844
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.865965694189072e-06
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,6.26552181201987
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.124313455075026
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,22.097268354031257
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0045012459158897e-05
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_without_verifier,0.0,6.665651806048118
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.565104541950859
full_seed11_scaling_0p4_noise0p25_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,29.73301674798131
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,mean,0.04311613494064659,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,median,0.04660919401794672,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,trimmed_mean,0.04764216498006135,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,hampel_filter_then_mean,0.05702232394833118,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,direct_owa,0.04949838202446699,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,fpr_owa,0.08425214397720993,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.9434955902397633e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.535445852903649
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.746010366012342
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.959047726006247
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,9.982963092625141e-06
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.491965927998535
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.684054463985376
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.269092952948995
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.830700784921646e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.536927910987288
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.615401046932675
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,23.220390024012886
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0430929251015186e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.567246663034894
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.564233773970045
full_seed11_scaling_0p4_noise0p25_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,30.594823428080417
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,mean,0.03932939108926803,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,median,0.04471118201036006,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,trimmed_mean,0.049743038951419294,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,hampel_filter_then_mean,0.05892039695754647,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,direct_owa,0.05533549399115145,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,fpr_owa,0.09197754901833832,0.0
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,2.0423904061317444e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.4986262450693175
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.670549710979685
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.808698007953353
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0677031241357327e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.63406109798234
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.616754173999652
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.588604226941243
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0431976988911629e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.706200335989706
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.379667598986998
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,23.119053002097644
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0640011169016361e-05
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.5633195110131055
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.240269448957406
full_seed11_scaling_0p4_noise0p25_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,30.500574368983507
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,mean,0.050557227921672165,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,median,0.05217471206560731,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,trimmed_mean,0.05484089197125286,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,hampel_filter_then_mean,0.05990691599436104,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,direct_owa,0.057003274909220636,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,fpr_owa,0.09391443710774183,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,2.021703403443098e-05
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.955197407049127
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.655737077002414
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.642381476005539
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.110800076276064e-05
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,8.014819388044998
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.747200159938075
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.710684738005511
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.127202995121479e-05
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.9867239989107475
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.79307172994595
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,23.429323953925632
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.1223950423300266e-05
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.91902214800939
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.530906134052202
full_seed11_scaling_0p4_noise0p25_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,27.590533029055223
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,mean,0.04548078193329275,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,median,0.050213497946970165,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,trimmed_mean,0.048993676085956395,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,hampel_filter_then_mean,0.05211678997147828,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,direct_owa,0.05105098302010447,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,fpr_owa,0.08138351503293961,0.0
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.5344936400651932e-05
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_without_verifier,0.0,6.699425326078199
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.012150587048382
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,6.923741049948148
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.072013199329376e-06
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.102808446041308
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier,0.0,6.795151623082347
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,13.768900246941485
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,8.909963071346283e-06
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_without_verifier,0.0,6.7080660100327805
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier,0.0,6.7592650189762935
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,22.42133071203716
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0804040357470512e-05
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_without_verifier,0.0,8.13742095802445
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier,0.0,8.05827307596337
full_seed11_scaling_0p4_noise0p25_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.355568540049717
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,mean,0.03838042099960148,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,median,0.0430677569238469,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,trimmed_mean,0.04692580201663077,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,hampel_filter_then_mean,0.05041339702438563,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,direct_owa,0.047118823044002056,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,fpr_owa,0.09647484798915684,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.6835052520036697e-05
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_without_verifier,0.0,6.669147228938527
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier,0.0,7.312534637982026
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.382005758001469
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,9.489012882113457e-06
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_without_verifier,0.0,6.696857317001559
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier,0.0,6.626707538031042
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.559841445996426
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,9.78098250925541e-06
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_without_verifier,0.0,7.141821459052153
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier,0.0,7.371210678946227
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.450976399006322
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0378076694905758e-05
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_without_verifier,0.0,6.822590437950566
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier,0.0,7.511328694061376
full_seed11_scaling_0p4_noise0p5_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.476133398013189
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,mean,0.04638208693359047,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,median,0.042417997028678656,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,trimmed_mean,0.04626736603677273,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,hampel_filter_then_mean,0.046988358022645116,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,direct_owa,0.045223605004139245,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,fpr_owa,0.08189693500753492,0.0
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.9715982489287853e-05
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_without_verifier,0.0,6.94338501105085
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.050400918000378
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.7490534539101645
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.052801962941885e-05
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_without_verifier,0.0,6.964308653958142
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.1533377669984475
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.525816667010076
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.946990758180618e-06
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_without_verifier,0.0,6.884061545017175
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.018508622888476
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.49992082407698
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0457937605679035e-05
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_without_verifier,0.0,7.117302644997835
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier,0.0,7.116368638002314
full_seed11_scaling_0p4_noise0p5_s5_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.468256892985664
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,mean,0.048310274025425315,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,median,0.05327461601700634,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,trimmed_mean,0.05363203608430922,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,hampel_filter_then_mean,0.059696509037166834,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,direct_owa,0.05528309801593423,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,fpr_owa,0.09006441896781325,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,2.0534032955765724e-05
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.901629131985828
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.941908953012899
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.685509392991662
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.1185999028384686e-05
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.941986412042752
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier,0.0,7.407464505056851
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.98728638899047
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0959920473396778e-05
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_without_verifier,0.0,7.664625667966902
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier,0.0,6.858719373936765
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,21.044575941981748
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_deterministic_policy_only,0.0,9.920913726091385e-06
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_without_verifier,0.0,6.7773566549876705
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier,0.0,6.973422915092669
full_seed11_scaling_0p4_noise0p5_s9_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,31.298987327958457
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,mean,0.058137204963713884,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,median,0.05081258690916002,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,trimmed_mean,0.05182023101951927,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,hampel_filter_then_mean,0.06480090110562742,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,direct_owa,0.047478138003498316,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,fpr_owa,0.07654321810696274,0.0
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.7084996215999126e-05
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_without_verifier,0.0,6.8454084598924965
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.457244530087337
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.747571840998717
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.1030002497136593e-05
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.720204447978176
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.612275953986682
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,14.556746711954474
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.077019058167934e-06
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.125484468066134
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier,0.0,6.996333060087636
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,22.832636786974035
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0168063454329967e-05
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_without_verifier,0.0,7.29995165404398
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier,0.0,7.58396060904488
full_seed11_scaling_0p4_noise0p5_s9_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,30.77401393605396
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,mean,0.060729594086296856,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,median,0.0511498989071697,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,trimmed_mean,0.05387592292390764,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,hampel_filter_then_mean,0.059727986925281584,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,direct_owa,0.055833291029557586,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,fpr_owa,0.09005661390256137,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,2.092495560646057e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.250251399935223
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.85385319404304
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.1698690470075235
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.096399500966072e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.343543038005009
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier,0.0,8.179827853105962
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,15.73926396900788
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.3626995496451855e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.777844607946463
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier,0.0,7.141396902967244
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,21.24253750499338
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_deterministic_policy_only,0.0,1.0707997716963291e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_without_verifier,0.0,7.248142958036624
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier,0.0,8.252456771908328
full_seed11_scaling_0p4_noise0p5_s13_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,30.917080637067556
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,mean,0.04757065197918564,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,median,0.05245238309726119,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,trimmed_mean,0.05451705399900675,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,hampel_filter_then_mean,0.060633645043708384,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,direct_owa,0.05613416701089591,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,fpr_owa,0.0914402810158208,0.0
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,2.0332983694970608e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_without_verifier,0.0,6.932530913036317
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.008340292959474
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,7.238395894994028
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,9.026029147207737e-06
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.534795027924702
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.601008886937052
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.196071967016906
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0446063242852688e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.729619081015699
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.927424237015657
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.230496319942176
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_deterministic_policy_only,0.0,1.0899035260081291e-05
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_without_verifier,0.0,7.17277888499666
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier,0.0,7.780329359928146
full_seed11_scaling_0p4_noise0p5_s13_a0p2_b0p7,agent_react_with_verifier_and_self_refinement,0.0,15.569613192928955
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,mean,0.04957818193361163,0.0
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,median,0.058573813061229885,0.0
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,trimmed_mean,0.05937988904770464,0.0
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,hampel_filter_then_mean,0.05804797098971903,0.0
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,direct_owa,0.05451343907043338,0.0
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,fpr_owa,0.09111105895135552,0.0
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,agent_deterministic_policy_only,0.0,2.0070001482963562e-05
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,agent_react_without_verifier,0.0,7.1840626450721174
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,agent_react_with_verifier,0.0,6.830224078032188
full_seed11_mixed_0p4_noise0p1_s5_a0p3_b0p8,agent_react_with_verifier_and_self_refinement,0.0,7.425168222980574
